,price,area,Bedrooms,Bathrooms,type_of_building,location
0,5500000.0,1146.0,2.0,2.0,Flat,"Ahinsa Khand 1, Ghaziabad"
1,6500000.0,1375.0,3.0,2.0,Flat,"Ahinsa Khand 1, Ghaziabad"
2,8000000.0,1605.0,3.0,3.0,Flat,"Ahinsa Khand 1, Ghaziabad"
3,7200000.0,1725.0,3.0,3.0,Individual House,"Ahinsa Khand 1, Ghaziabad"
4,6000000.0,1130.0,2.0,2.0,Flat,"Ahinsa Khand 1, Ghaziabad"
5,5900000.0,960.0,2.0,2.0,Flat,"Ahinsa Khand 1, Ghaziabad"
6,12500000.0,1836.0,3.0,3.0,Flat,"Ahinsa Khand 1, Ghaziabad"
7,8500000.0,1350.0,3.0,2.0,Flat,"Ahinsa Khand 1, Ghaziabad"
8,8000000.0,1593.0,3.0,3.0,Flat,"Ahinsa Khand 1, Ghaziabad"
9,7500000.0,1200.0,2.0,2.0,Flat,"Ahinsa Khand 1, Ghaziabad"
10,7500000.0,1080.0,2.0,2.0,Flat,"Ahinsa Khand 1, Ghaziabad"
11,4500000.0,1000.0,2.0,2.0,Flat,"Ahinsa Khand 2, Ghaziabad"
12,8000000.0,1800.0,3.0,2.0,Flat,"Ahinsa Khand 2, Ghaziabad"
13,7000000.0,1595.0,3.0,2.0,Flat,"Ahinsa Khand 2, Ghaziabad"
14,7000000.0,1665.0,3.0,2.0,Flat,"Ahinsa Khand 2, Ghaziabad"
15,10000000.0,2150.0,4.0,4.0,Flat,"Ahinsa Khand 2, Ghaziabad"
16,6700000.0,1665.0,3.0,2.0,Flat,"Ahinsa Khand 2, Ghaziabad"
17,8300000.0,1975.0,3.0,3.0,Flat,"Ahinsa Khand 2, Ghaziabad"
18,8000000.0,1635.0,2.0,2.0,Individual House,"Ahinsa Khand 2, Ghaziabad"
19,7750000.0,1550.0,2.0,2.0,Flat,"Ahinsa Khand 2, Ghaziabad"
20,3400000.0,810.0,2.0,2.0,Individual House,"Ahinsa Khand 2, Ghaziabad"
21,8000000.0,1550.0,3.0,2.0,Flat,"Ahinsa Khand 2, Ghaziabad"
22,4700000.0,1073.0,2.0,2.0,Flat,"Ahinsa Khand 2, Ghaziabad"
23,7000000.0,1550.0,3.0,2.0,Individual House,"Ahinsa Khand 2, Ghaziabad"
24,6000000.0,1300.0,2.0,2.0,Flat,"Ahinsa Khand 2, Ghaziabad"
25,5500000.0,1205.0,2.0,2.0,Flat,"Ahinsa Khand 2, Ghaziabad"
26,7200000.0,1635.0,3.0,2.0,Flat,"Ahinsa Khand 2, Ghaziabad"
27,8500000.0,1897.0,3.0,3.0,Flat,"Ahinsa Khand 2, Ghaziabad"
28,5000000.0,1280.0,3.0,2.0,Flat,"Ahinsa Khand 2, Ghaziabad"
29,7000000.0,1485.0,3.0,2.0,Flat,"Ahinsa Khand 2, Ghaziabad"
30,4500000.0,946.0,2.0,2.0,Flat,"Ahinsa Khand 2, Ghaziabad"
31,5100000.0,1080.0,2.0,2.0,Flat,"Ahinsa Khand 2, Ghaziabad"
32,8000000.0,1900.0,3.0,3.0,Flat,"Ahinsa Khand 2, Ghaziabad"
33,7500000.0,1708.0,3.0,2.0,Flat,"Ahinsa Khand 2, Ghaziabad"
34,4500000.0,900.0,2.0,2.0,Flat,"Ahinsa Khand 2, Ghaziabad"
35,7900000.0,1575.0,3.0,2.0,Flat,"Ahinsa Khand 2, Ghaziabad"
36,8500000.0,1592.0,3.0,2.0,Individual House,"Ahinsa Khand 2, Ghaziabad"
37,15000000.0,2250.0,4.0,4.0,Flat,"Ardee City, Gurgaon"
38,9950000.0,1350.0,4.0,4.0,Flat,"Ardee City, Gurgaon"
39,11200000.000000002,1600.0,3.0,4.0,Flat,"Ardee City, Gurgaon"
40,11000000.0,1575.0,4.0,4.0,Individual House,"Ardee City, Gurgaon"
41,13000000.0,1575.0,4.0,3.0,Flat,"Ardee City, Gurgaon"
42,9500000.0,1391.0,3.0,3.0,Flat,"Ardee City, Gurgaon"
43,11000000.0,1400.0,3.0,3.0,Flat,"Ardee City, Gurgaon"
44,12000000.0,1575.0,4.0,3.0,Individual House,"Ardee City, Gurgaon"
45,7500000.0,1040.0,2.0,2.0,Flat,"Ardee City, Gurgaon"
46,11000000.0,1675.0,4.0,4.0,Individual House,"Ardee City, Gurgaon"
47,11700000.0,1800.0,3.0,3.0,Flat,"Ardee City, Gurgaon"
48,3400000.0,1050.0,2.0,2.0,Flat,"Bhopura, Ghaziabad"
49,2900000.0,965.0,2.0,2.0,Flat,"Bhopura, Ghaziabad"
50,2950000.0,1050.0,2.0,2.0,Flat,"Bhopura, Ghaziabad"
51,5600000.0,1655.0,3.0,3.0,Flat,"Bhopura, Ghaziabad"
52,3150000.0,1050.0,2.0,2.0,Flat,"Bhopura, Ghaziabad"
53,3150000.0,1050.0,2.0,2.0,Flat,"Bhopura, Ghaziabad"
54,3100000.0,1050.0,2.0,2.0,Flat,"Bhopura, Ghaziabad"
55,3000000.0,1050.0,2.0,2.0,Flat,"Bhopura, Ghaziabad"
56,4000000.0,1275.0,3.0,2.0,Flat,"Bhopura, Ghaziabad"
57,3800000.0,1275.0,3.0,2.0,Flat,"Bhopura, Ghaziabad"
58,3600000.0,1072.0,2.0,2.0,Flat,"Bhopura, Ghaziabad"
59,4100000.0,1295.0,3.0,2.0,Flat,"Bhopura, Ghaziabad"
60,2900000.0,1050.0,2.0,2.0,Flat,"Bhopura, Ghaziabad"
61,4800000.0,1550.0,3.0,3.0,Flat,"Bhopura, Ghaziabad"
62,3600000.0,1120.0,2.0,2.0,Individual House,"Bhopura, Ghaziabad"
63,3780000.0,1265.0,3.0,2.0,Flat,"Bhopura, Ghaziabad"
64,3200000.0,1040.0,2.0,2.0,Flat,"Bhopura, Ghaziabad"
65,3700000.0,1365.0,3.0,2.0,Flat,"Bhopura, Ghaziabad"
66,5000000.0,1550.0,3.0,3.0,Flat,"Bhopura, Ghaziabad"
67,2890000.0,965.0,2.0,2.0,Flat,"Bhopura, Ghaziabad"
68,3100000.0,1050.0,2.0,2.0,Individual House,"Bhopura, Ghaziabad"
69,3040000.0,1050.0,2.0,2.0,Flat,"Bhopura, Ghaziabad"
70,3050000.0,1050.0,2.0,2.0,Individual House,"Bhopura, Ghaziabad"
71,3000000.0,950.0,2.0,2.0,Flat,"Bhopura, Ghaziabad"
72,4810000.0,1655.0,3.0,3.0,Flat,"Bhopura, Ghaziabad"
73,3000000.0,965.0,2.0,2.0,Flat,"Bhopura, Ghaziabad"
74,3900000.0,1365.0,3.0,3.0,Flat,"Bhopura, Ghaziabad"
75,3500000.0,1255.0,3.0,2.0,Flat,"Bhopura, Ghaziabad"
76,2900000.0,965.0,2.0,2.0,Flat,"Bhopura, Ghaziabad"
77,5000000.0,1550.0,3.0,3.0,Flat,"Bhopura, Ghaziabad"
78,4500000.0,1326.0,3.0,2.0,Individual House,"Bhopura, Ghaziabad"
79,3000000.0,965.0,2.0,2.0,Flat,"Bhopura, Ghaziabad"
80,2900000.0,940.0,2.0,2.0,Individual House,"Bhopura, Ghaziabad"
81,4500000.0,1550.0,3.0,3.0,Flat,"Bhopura, Ghaziabad"
82,3830000.0,1200.0,2.0,2.0,Individual House,"Bhopura, Ghaziabad"
83,3300000.0,1120.0,2.0,2.0,Individual House,"Bhopura, Ghaziabad"
84,3450000.0,1050.0,2.0,2.0,Flat,"Bhopura, Ghaziabad"
85,4400000.0,1300.0,3.0,2.0,Flat,"Bhopura, Ghaziabad"
86,4000000.0,1290.0,3.0,2.0,Flat,"Bhopura, Ghaziabad"
87,3080000.0,965.0,2.0,2.0,Individual House,"Bhopura, Ghaziabad"
88,3200000.0,1050.0,2.0,2.0,Flat,"Bhopura, Ghaziabad"
89,3500000.0,1050.0,2.0,2.0,Flat,"Bhopura, Ghaziabad"
90,4500000.0,1265.0,3.0,2.0,Flat,"Bhopura, Ghaziabad"
91,3200000.0,950.0,2.0,2.0,Individual House,"Bhopura, Ghaziabad"
92,3500000.0,1125.0,2.0,2.0,Flat,"Bhopura, Ghaziabad"
93,4270000.0,1265.0,3.0,2.0,Flat,"Bhopura, Ghaziabad"
94,3700000.0,1050.0,2.0,2.0,Flat,"Bhopura, Ghaziabad"
95,3200000.0,965.0,2.0,2.0,Flat,"Bhopura, Ghaziabad"
96,5000000.0,1205.0,2.0,2.0,Flat,"C-16, Greater Noida"
97,5400000.0,1290.0,2.0,2.0,Individual House,"C-16, Greater Noida"
98,5700000.0,1400.0,4.0,4.0,Flat,"C-16, Greater Noida"
99,9000000.0,1810.0,4.0,3.0,Flat,"C-16, Greater Noida"
100,9000000.0,1810.0,4.0,3.0,Flat,"C-16, Greater Noida"
101,4700000.0,1100.0,2.0,2.0,Flat,"C-16, Greater Noida"
102,3780000.0,955.0,2.0,2.0,Flat,"C-16, Greater Noida"
103,4900000.0,1180.0,2.0,2.0,Flat,"C-16, Greater Noida"
104,7700000.0,1688.0,3.0,3.0,Flat,"C-16, Greater Noida"
105,4650000.0,1110.0,2.0,2.0,Flat,"C-16, Greater Noida"
106,6500000.0,1317.0,3.0,3.0,Flat,"C-16, Greater Noida"
107,4300000.0,1060.0,2.0,2.0,Flat,"C-16, Greater Noida"
108,9000000.0,1810.0,4.0,3.0,Flat,"C-16, Greater Noida"
109,5400000.0,1335.0,3.0,3.0,Flat,"C-16, Greater Noida"
110,11500000.0,1800.0,4.0,2.0,Individual House,"Chander Nagar, Ghaziabad"
111,6000000.0,990.0,2.0,2.0,Flat,"Chander Nagar, Ghaziabad"
112,6000000.0,960.0,2.0,2.0,Flat,"Chander Nagar, Ghaziabad"
113,12500000.0,2000.0,4.0,3.0,Flat,"Chander Nagar, Ghaziabad"
114,6500000.0,1290.0,3.0,2.0,Individual House,"Chander Nagar, Ghaziabad"
115,6000000.0,1150.0,2.0,2.0,Flat,"Chander Nagar, Ghaziabad"
116,6500000.0,1200.0,2.0,2.0,Flat,"Chander Nagar, Ghaziabad"
117,9000000.0,1500.0,3.0,2.0,Flat,"Chander Nagar, Ghaziabad"
118,10000000.0,1800.0,4.0,3.0,Individual House,"Chander Nagar, Ghaziabad"
119,5000000.0,1100.0,3.0,2.0,Flat,"Chander Nagar, Ghaziabad"
120,10000000.0,1908.0,4.0,3.0,Individual House,"Charmwood Village, Faridabad"
121,4600000.0,940.0,3.0,2.0,Flat,"Charmwood Village, Faridabad"
122,9500000.0,1283.0,2.0,2.0,Flat,"Charmwood Village, Faridabad"
123,4500000.0,747.0,2.0,2.0,Flat,"Charmwood Village, Faridabad"
124,14900000.0,2600.0,3.0,3.0,Flat,"Charmwood Village, Faridabad"
125,12000000.0,1800.0,3.0,3.0,Flat,"Charmwood Village, Faridabad"
126,8500000.0,1283.0,2.0,2.0,Flat,"Charmwood Village, Faridabad"
127,9500000.0,1283.0,2.0,2.0,Flat,"Charmwood Village, Faridabad"
128,6380000.0,1170.0,3.0,2.0,Flat,"Chhattarpur, New Delhi - South"
129,5500000.0,1100.0,3.0,2.0,Flat,"Chhattarpur, New Delhi - South"
130,8000000.0,1300.0,3.0,3.0,Flat,"Chhattarpur, New Delhi - South"
131,5500000.0,900.0,2.0,2.0,Flat,"Chhattarpur, New Delhi - South"
132,7000000.0,1250.0,3.0,2.0,Flat,"Chhattarpur, New Delhi - South"
133,2700000.0,630.0,2.0,2.0,Flat,"Chhattarpur, New Delhi - South"
134,8000000.0,1400.0,3.0,3.0,Flat,"Chhattarpur, New Delhi - South"
135,5000000.0,900.0,3.0,2.0,Flat,"Chhattarpur, New Delhi - South"
136,6500000.0,1500.0,3.0,3.0,Flat,"Chhattarpur, New Delhi - South"
137,3200000.0,668.0,2.0,2.0,Flat,"Chhattarpur, New Delhi - South"
138,3000000.0,750.0,2.0,2.0,Flat,"Chhattarpur, New Delhi - South"
139,3800000.0,760.0,2.0,2.0,Flat,"Chhattarpur, New Delhi - South"
140,5700000.0,1400.0,3.0,2.0,Flat,"Chhattarpur, New Delhi - South"
141,4800000.0,1025.0,2.0,2.0,Flat,"Chi 5, Greater Noida"
142,3250000.0,984.0,2.0,2.0,Flat,"Chi 5, Greater Noida"
143,5000000.0,1492.0,3.0,2.0,Individual House,"Chi 5, Greater Noida"
144,5220000.0,1494.0,3.0,3.0,Flat,"Chi 5, Greater Noida"
145,7800000.0,1735.0,3.0,3.0,Flat,"Chi 5, Greater Noida"
146,7800000.0,1735.0,3.0,3.0,Flat,"Chi 5, Greater Noida"
147,4250000.0,1114.0,2.0,2.0,Individual House,"Chi 5, Greater Noida"
148,4000000.0,1114.0,2.0,2.0,Individual House,"Chi 5, Greater Noida"
149,3229999.9999999995,1000.0,2.0,2.0,Flat,"Chi 5, Greater Noida"
150,4250000.0,1114.0,2.0,2.0,Flat,"Chi 5, Greater Noida"
151,5000000.0,1495.0,3.0,3.0,Flat,"Chi 5, Greater Noida"
152,13000000.0,3210.0,4.0,4.0,Flat,"Chi 5, Greater Noida"
153,7900000.0,1735.0,3.0,3.0,Flat,"Chi 5, Greater Noida"
154,5700000.0,1494.0,3.0,3.0,Individual House,"Chi 5, Greater Noida"
155,3800000.0,1114.0,2.0,2.0,Flat,"Chi 5, Greater Noida"
156,3800000.0,1114.0,2.0,2.0,Flat,"Chi 5, Greater Noida"
157,4000000.0,1114.0,2.0,2.0,Flat,"Chi 5, Greater Noida"
158,3200000.0,875.0,2.0,2.0,Flat,"Chi 5, Greater Noida"
159,7700000.0,1735.0,3.0,3.0,Individual House,"Chi 5, Greater Noida"
160,7600000.0,1735.0,3.0,3.0,Flat,"Chi 5, Greater Noida"
161,3500000.0,1000.0,2.0,2.0,Flat,"Chi 5, Greater Noida"
162,3250000.0,984.0,2.0,2.0,Flat,"Chi 5, Greater Noida"
163,3500000.0,984.0,2.0,2.0,Flat,"Chi 5, Greater Noida"
164,3000000.0,875.0,2.0,2.0,Flat,"Chi 5, Greater Noida"
165,3700000.0,1150.0,2.0,2.0,Flat,"Crossings Republik, Ghaziabad"
166,3500000.0,1250.0,2.0,2.0,Flat,"Crossings Republik, Ghaziabad"
167,6300000.0,1890.0,3.0,3.0,Flat,"Crossings Republik, Ghaziabad"
168,4500000.0,1254.0,2.0,2.0,Individual House,"Crossings Republik, Ghaziabad"
169,3900000.0,1105.0,2.0,2.0,Flat,"Crossings Republik, Ghaziabad"
170,5500000.0,1685.0,3.0,2.0,Individual House,"Crossings Republik, Ghaziabad"
171,5800000.0,1730.0,3.0,3.0,Flat,"Crossings Republik, Ghaziabad"
172,3800000.0,1290.0,2.0,2.0,Flat,"Crossings Republik, Ghaziabad"
173,5400000.0,1600.0,3.0,3.0,Flat,"Crossings Republik, Ghaziabad"
174,3800000.0,1235.0,2.0,2.0,Flat,"Crossings Republik, Ghaziabad"
175,4300000.0,1092.0,2.0,2.0,Flat,"Crossings Republik, Ghaziabad"
176,5000000.0,1295.0,2.0,2.0,Flat,"Crossings Republik, Ghaziabad"
177,6500000.0,1810.0,3.0,3.0,Flat,"Crossings Republik, Ghaziabad"
178,5400000.0,1700.0,3.0,3.0,Flat,"Crossings Republik, Ghaziabad"
179,4500000.0,1250.0,2.0,2.0,Individual House,"Crossings Republik, Ghaziabad"
180,3700000.0,1075.0,2.0,2.0,Flat,"Crossings Republik, Ghaziabad"
181,4500000.0,1540.0,3.0,2.0,Flat,"Crossings Republik, Ghaziabad"
182,4000000.0,1150.0,2.0,2.0,Flat,"Crossings Republik, Ghaziabad"
183,4670000.0,1320.0,3.0,2.0,Flat,"Crossings Republik, Ghaziabad"
184,5000000.0,1680.0,3.0,3.0,Individual House,"Crossings Republik, Ghaziabad"
185,4600000.0,1400.0,2.0,2.0,Flat,"Crossings Republik, Ghaziabad"
186,4800000.0,1700.0,3.0,3.0,Individual House,"Crossings Republik, Ghaziabad"
187,5780000.0,1890.0,3.0,3.0,Individual House,"Crossings Republik, Ghaziabad"
188,4700000.0,1655.0,3.0,2.0,Individual House,"Crossings Republik, Ghaziabad"
189,3800000.0,1275.0,2.0,2.0,Flat,"Crossings Republik, Ghaziabad"
190,3300000.0,1075.0,2.0,2.0,Individual House,"Crossings Republik, Ghaziabad"
191,6500000.0,1810.0,3.0,3.0,Flat,"Crossings Republik, Ghaziabad"
192,6500000.0,1810.0,3.0,3.0,Individual House,"Crossings Republik, Ghaziabad"
193,4520000.0,1450.0,2.0,2.0,Flat,"Crossings Republik, Ghaziabad"
194,6000000.0,1750.0,3.0,3.0,Flat,"Crossings Republik, Ghaziabad"
195,3450000.0,1075.0,2.0,2.0,Flat,"Crossings Republik, Ghaziabad"
196,6500000.0,1810.0,3.0,3.0,Flat,"Crossings Republik, Ghaziabad"
197,3500000.0,1230.0,2.0,2.0,Flat,"Crossings Republik, Ghaziabad"
198,6000000.0,1700.0,3.0,2.0,Flat,"Crossings Republik, Ghaziabad"
199,4500000.0,1425.0,2.0,2.0,Individual House,"Crossings Republik, Ghaziabad"
200,4000000.0,1100.0,2.0,2.0,Flat,"Crossings Republik, Ghaziabad"
201,5000000.0,1610.0,3.0,2.0,Flat,"Crossings Republik, Ghaziabad"
202,3500000.0,1050.0,2.0,2.0,Flat,"Crossings Republik, Ghaziabad"
203,3500000.0,1230.0,2.0,2.0,Flat,"Crossings Republik, Ghaziabad"
204,5500000.0,1725.0,3.0,3.0,Flat,"Crossings Republik, Ghaziabad"
205,4500000.0,1250.0,2.0,2.0,Individual House,"Crossings Republik, Ghaziabad"
206,3700000.0,1150.0,2.0,2.0,Flat,"Crossings Republik, Ghaziabad"
207,4500000.0,1275.0,3.0,2.0,Flat,"Crossings Republik, Ghaziabad"
208,3500000.0,1050.0,2.0,2.0,Flat,"Crossings Republik, Ghaziabad"
209,3950000.0,1120.0,2.0,3.0,Flat,"Crossings Republik, Ghaziabad"
210,5000000.0,1600.0,3.0,2.0,Flat,"Crossings Republik, Ghaziabad"
211,4300000.0,1200.0,2.0,2.0,Flat,"Crossings Republik, Ghaziabad"
212,9000000.0,2285.0,3.0,3.0,Flat,"Crossings Republik, Ghaziabad"
213,3400000.0,1270.0,2.0,2.0,Flat,"Crossings Republik, Ghaziabad"
214,5000000.0,1425.0,2.0,2.0,Flat,"Crossings Republik, Ghaziabad"
215,6000000.0,1680.0,3.0,3.0,Flat,"Crossings Republik, Ghaziabad"
216,4800000.0,1600.0,3.0,3.0,Individual House,"Crossings Republik, Ghaziabad"
217,4800000.0,1680.0,3.0,3.0,Flat,"Crossings Republik, Ghaziabad"
218,3050000.0,1000.0,2.0,2.0,Individual House,"Crossings Republik, Ghaziabad"
219,4800000.0,1660.0,3.0,3.0,Flat,"Crossings Republik, Ghaziabad"
220,4850000.0,1425.0,3.0,2.0,Flat,"Crossings Republik, Ghaziabad"
221,5500000.0,1680.0,3.0,2.0,Flat,"Crossings Republik, Ghaziabad"
222,3700000.0,1260.0,2.0,2.0,Flat,"Crossings Republik, Ghaziabad"
223,3900000.0,1270.0,2.0,2.0,Flat,"Crossings Republik, Ghaziabad"
224,5500000.0,1725.0,3.0,2.0,Flat,"Crossings Republik, Ghaziabad"
225,6000000.0,1895.0,4.0,3.0,Flat,"Crossings Republik, Ghaziabad"
226,3500000.0,1150.0,2.0,2.0,Flat,"Crossings Republik, Ghaziabad"
227,7000000.0,1895.0,4.0,3.0,Flat,"Crossings Republik, Ghaziabad"
228,6000000.0,1895.0,3.0,3.0,Flat,"Crossings Republik, Ghaziabad"
229,4200000.0,1295.0,2.0,2.0,Flat,"Crossings Republik, Ghaziabad"
230,5630000.0,1600.0,3.0,3.0,Individual House,"Crossings Republik, Ghaziabad"
231,3400000.0,1050.0,2.0,2.0,Flat,"Crossings Republik, Ghaziabad"
232,5000000.0,1600.0,3.0,2.0,Flat,"Crossings Republik, Ghaziabad"
233,5000000.0,1550.0,3.0,3.0,Flat,"Crossings Republik, Ghaziabad"
234,4200000.0,1235.0,2.0,2.0,Flat,"Crossings Republik, Ghaziabad"
235,4600000.0,1425.0,3.0,2.0,Flat,"Crossings Republik, Ghaziabad"
236,4500000.0,1600.0,3.0,3.0,Flat,"Crossings Republik, Ghaziabad"
237,3800000.0,1120.0,2.0,2.0,Individual House,"Crossings Republik, Ghaziabad"
238,5800000.0,1750.0,4.0,3.0,Flat,"Crossings Republik, Ghaziabad"
239,5000000.0,1600.0,3.0,2.0,Flat,"Crossings Republik, Ghaziabad"
240,3900000.0,1275.0,2.0,2.0,Flat,"Crossings Republik, Ghaziabad"
241,4200000.0,1250.0,2.0,2.0,Flat,"Crossings Republik, Ghaziabad"
242,4200000.0,1295.0,2.0,2.0,Flat,"Crossings Republik, Ghaziabad"
243,5500000.0,1635.0,3.0,2.0,Individual House,"Crossings Republik, Ghaziabad"
244,3000000.0,1075.0,2.0,2.0,Flat,"Crossings Republik, Ghaziabad"
245,6000000.0,1700.0,3.0,2.0,Flat,"Crossings Republik, Ghaziabad"
246,4600000.0,1725.0,3.0,2.0,Individual House,"Crossings Republik, Ghaziabad"
247,4070000.000000001,1344.0,2.0,2.0,Flat,"Crossings Republik, Ghaziabad"
248,2850000.0,850.0,2.0,2.0,Flat,"Crossings Republik, Ghaziabad"
249,4630000.0,1520.0,3.0,2.0,Flat,"Crossings Republik, Ghaziabad"
250,4200000.0,1250.0,2.0,2.0,Flat,"Crossings Republik, Ghaziabad"
251,2900000.0,760.0,2.0,2.0,Flat,"Crossings Republik, Ghaziabad"
252,7500000.0,1840.0,3.0,3.0,Flat,"Crossings Republik, Ghaziabad"
253,6000000.0,1600.0,3.0,3.0,Flat,"Crossings Republik, Ghaziabad"
254,3600000.0,1015.0,2.0,2.0,Flat,"Crossings Republik, Ghaziabad"
255,3000000.0,850.0,2.0,2.0,Flat,"Crossings Republik, Ghaziabad"
256,4500000.0,1200.0,2.0,2.0,Flat,"Crossings Republik, Ghaziabad"
257,4200000.0,1050.0,2.0,2.0,Flat,"Crossings Republik, Ghaziabad"
258,14000000.0,3440.0,5.0,5.0,Flat,"Crossings Republik, Ghaziabad"
259,3800000.0,1050.0,2.0,2.0,Flat,"Crossings Republik, Ghaziabad"
260,5000000.0,1425.0,3.0,2.0,Flat,"Crossings Republik, Ghaziabad"
261,7000000.0,1898.0,4.0,3.0,Flat,"Crossings Republik, Ghaziabad"
262,2500000.0,800.0,2.0,2.0,Individual House,"DLF Ankur Vihar, Ghaziabad"
263,2700000.0,900.0,2.0,2.0,Flat,"DLF Ankur Vihar, Ghaziabad"
264,3200000.0,1100.0,3.0,2.0,Flat,"DLF Ankur Vihar, Ghaziabad"
265,2200000.0,900.0,2.0,2.0,Individual House,"DLF Ankur Vihar, Ghaziabad"
266,2000000.0,780.0,2.0,2.0,Flat,"DLF Ankur Vihar, Ghaziabad"
267,2400000.0,840.0,2.0,2.0,Flat,"DLF Ankur Vihar, Ghaziabad"
268,2500000.0,1000.0,2.0,2.0,Flat,"DLF Ankur Vihar, Ghaziabad"
269,2100000.0,800.0,2.0,2.0,Flat,"DLF Ankur Vihar, Ghaziabad"
270,3300000.0,1200.0,3.0,2.0,Individual House,"DLF Ankur Vihar, Ghaziabad"
271,2100000.0,800.0,2.0,2.0,Flat,"DLF Ankur Vihar, Ghaziabad"
272,2500000.0,1000.0,2.0,2.0,Flat,"DLF Ankur Vihar, Ghaziabad"
273,2800000.0,900.0,2.0,2.0,Flat,"DLF Ankur Vihar, Ghaziabad"
274,2300000.0,675.0,2.0,2.0,Flat,"DLF Ankur Vihar, Ghaziabad"
275,2400000.0,750.0,2.0,2.0,Flat,"DLF Ankur Vihar, Ghaziabad"
276,2300000.0,700.0,2.0,2.0,Flat,"DLF Ankur Vihar, Ghaziabad"
277,2830000.0,880.0,2.0,2.0,Flat,"DLF Ankur Vihar, Ghaziabad"
278,2100000.0,650.0,2.0,2.0,Flat,"DLF Ankur Vihar, Ghaziabad"
279,17000000.0,2150.0,3.0,3.0,Flat,"DLF City Phase 2, Gurgaon"
280,35000000.0,3600.0,4.0,4.0,Flat,"DLF City Phase 2, Gurgaon"
281,16000000.0,1700.0,3.0,3.0,Flat,"DLF City Phase 2, Gurgaon"
282,49000000.0,4500.0,3.0,4.0,Flat,"DLF City Phase 2, Gurgaon"
283,32500000.0,4300.0,4.0,4.0,Flat,"DLF City Phase 2, Gurgaon"
284,18500000.0,2092.0,3.0,3.0,Flat,"DLF City Phase 2, Gurgaon"
285,22500000.0,2400.0,3.0,4.0,Flat,"DLF City Phase 2, Gurgaon"
286,13500000.0,1600.0,3.0,3.0,Individual House,"DLF City Phase 2, Gurgaon"
287,17000000.0,2100.0,3.0,3.0,Flat,"DLF City Phase 2, Gurgaon"
288,29500000.0,2700.0,4.0,5.0,Individual House,"DLF City Phase 2, Gurgaon"
289,28400000.0,2700.0,4.0,4.0,Individual House,"DLF City Phase 2, Gurgaon"
290,5000000.0,850.0,2.0,2.0,Flat,"Dilshad Colony, New Delhi - East"
291,3800000.0,632.0,2.0,2.0,Flat,"Dilshad Colony, New Delhi - East"
292,6200000.0,1000.0,2.0,2.0,Individual House,"Dilshad Colony, New Delhi - East"
293,6200000.0,1000.0,3.0,2.0,Flat,"Dilshad Colony, New Delhi - East"
294,4500000.0,757.0,2.0,2.0,Flat,"Dilshad Colony, New Delhi - East"
295,7000000.0,1500.0,4.0,3.0,Flat,"Dilshad Colony, New Delhi - East"
296,6800000.0,1000.0,2.0,2.0,Flat,"Dilshad Colony, New Delhi - East"
297,6000000.0,800.0,2.0,2.0,Flat,"Dilshad Colony, New Delhi - East"
298,9000000.0,1481.0,2.0,2.0,Flat,"Dwarka Expressway, Gurgaon"
299,10000000.0,1650.0,3.0,3.0,Flat,"Dwarka Expressway, Gurgaon"
300,11000000.0,1954.0,3.0,3.0,Flat,"Dwarka Expressway, Gurgaon"
301,12000000.0,1835.0,3.0,3.0,Flat,"Dwarka Expressway, Gurgaon"
302,12000000.0,2020.0,2.0,2.0,Flat,"Dwarka Expressway, Gurgaon"
303,35000000.0,6000.0,5.0,5.0,Flat,"Dwarka Expressway, Gurgaon"
304,9500000.0,1954.0,3.0,3.0,Flat,"Dwarka Expressway, Gurgaon"
305,8000000.0,1485.0,3.0,3.0,Flat,"Dwarka Expressway, Gurgaon"
306,9300000.0,1680.0,3.0,3.0,Flat,"Dwarka Expressway, Gurgaon"
307,11700000.0,1700.0,3.0,3.0,Flat,"Dwarka Expressway, Gurgaon"
308,5000000.0,900.0,2.0,2.0,Flat,"Dwarka Expressway, Gurgaon"
309,10000000.0,1650.0,3.0,3.0,Flat,"Dwarka Expressway, Gurgaon"
310,8800000.0,1850.0,3.0,3.0,Flat,"Dwarka Expressway, Gurgaon"
311,3000000.0,634.0,2.0,2.0,Individual House,"Dwarka Expressway, Gurgaon"
312,6500000.0,1225.0,3.0,2.0,Individual House,"Dwarka Expressway, Gurgaon"
313,9960000.0,1880.0,3.0,3.0,Flat,"Dwarka Expressway, Gurgaon"
314,3500000.0,800.0,3.0,2.0,Flat,"Dwarka Mor, New Delhi - West"
315,2300000.0,585.0,2.0,2.0,Flat,"Dwarka Mor, New Delhi - West"
316,4700000.0,1110.0,3.0,2.0,Flat,"Dwarka Mor, New Delhi - West"
317,4500000.0,800.0,3.0,2.0,Flat,"Dwarka Mor, New Delhi - West"
318,5500000.0,1100.0,4.0,2.0,Individual House,"Dwarka Mor, New Delhi - West"
319,3500000.0,850.0,3.0,2.0,Flat,"Dwarka Mor, New Delhi - West"
320,5500000.0,1200.0,3.0,2.0,Flat,"Dwarka Mor, New Delhi - West"
321,4500000.0,1100.0,3.0,2.0,Flat,"Dwarka Mor, New Delhi - West"
322,3550000.0,750.0,3.0,2.0,Flat,"Dwarka Mor, New Delhi - West"
323,2500000.0,563.0,2.0,2.0,Flat,"Dwarka Mor, New Delhi - West"
324,5100000.0,1001.0,3.0,2.0,Flat,"Dwarka Mor, New Delhi - West"
